code_INSEE;nb_menages_fiscaux_com;nb_personnes_dans_menage_com;Médiane_niv_vie_com;tx_pauvrete_total_com;tx_pauvrete-locataires_com
02752;103;279;18713;;
02753;141;336;17184;;
02754;75;179;20465;;
02755;222;546;20298;;
02756;262;667;22619;;
02757;225;519;17053;;
02758;942;2032;18932;16;31
02759;103;277;15700;;
02760;60;154;17334;;
02761;67;195;22480;;
02762;60;162;18766;;
02763;76;214;19287;;
02764;;;;;
02765;101;260;23952;;
02766;95;240;18674;;
02767;132;334;22909;;
02768;185;522;19255;;
02769;336;843;17722;;
02770;339;805;22709;;
02772;51;133;21663;;
02773;;;;;
02774;48;119;20938;;
02775;381;908;21715;;
02776;211;566;19699;;
02777;61;144;22490;;
02778;43;109;18345;;
02779;89;240;15880;;
02780;566;1375;19061;;
02781;170;468;21631;;
02782;89;215;19004;;
02783;54;136;16774;;
02784;62;140;18979;;
02785;445;1121;20341;;
02786;59;136;20666;;
02787;103;270;20621;;
02788;198;490;18903;;
02789;1127;2412;16975;28;43
02790;97;247;18795;;
02791;110;262;22945;;
02792;62;148;20726;;
02793;44;117;22595;;
02794;73;184;23873;;
02795;719;1614;19140;;
02796;;;;;
02797;63;169;18769;;
02798;449;1190;19939;;
02799;161;444;18139;;
02800;119;317;21231;;
02801;112;263;20378;;
02802;75;208;17913;;
02803;59;141;21343;;
02804;78;191;20780;;
02805;1037;2490;18443;18;31
02806;109;272;18435;;
02807;253;631;22873;;
02808;117;291;18210;;
02809;;;;;
02810;4387;10418;18659;17;26
02812;89;237;22358;;
02813;97;272;18962;;
02814;70;160;17350;;
02815;186;457;21574;;
02816;186;501;20485;;
02817;;;;;
02818;365;901;22221;;
02819;45;101;17026;;
02820;719;1748;21581;;
02821;283;714;21546;;
02822;154;434;21882;;
02823;;;;;
02824;162;387;24474;;
02826;148;360;19584;;
02827;112;297;19149;;
02828;;;;;
02829;;;;;
02830;379;925;17658;;
02831;151;386;18185;;
02832;80;194;18887;;
02833;175;465;18233;;
02834;67;173;21584;;
03001;1233;2861;20483;11;
03002;134;310;20452;;
03003;461;913;19193;;
03004;107;263;17895;;
03005;138;312;16285;;
03006;318;625;16176;;
03007;154;355;21384;;
03008;161;362;18869;;
03009;53;119;18630;;
03010;185;429;20359;;
03011;149;396;18451;;
03012;145;349;20431;;
03013;1800;3946;21392;9;20
03014;75;147;18007;;
03015;117;319;20895;;
03016;60;144;19733;;
03017;83;187;16357;;
03018;287;708;19163;;
03019;766;1675;19380;;
03020;124;279;18894;;
03021;107;224;20094;;
03022;486;968;17879;;
03023;4006;8206;21285;13;29
03024;113;241;17240;;
03025;594;1396;19984;;
03026;325;797;21823;;
03027;423;946;17719;;
03028;161;392;18786;;
03029;350;784;20076;;
03030;364;880;19759;;
03031;130;288;20018;;
03032;96;223;18936;;
03033;74;190;20502;;
03034;218;509;18973;;
03035;86;198;16714;;
03036;1135;2370;19383;16;31
03037;101;230;17348;;
03038;223;528;21376;;
03039;170;399;19200;;
03040;469;1166;23889;;
03041;172;341;17890;;
03042;249;554;17923;;
03043;512;1203;18635;;
03044;630;1519;21352;;
03045;378;885;20661;;
03046;494;1009;17090;;
03047;190;388;19808;;
03048;568;1118;19291;;
03049;170;434;21230;;
03050;88;175;15657;;
03051;138;302;17990;;
03052;453;1130;20491;;
03053;481;950;19122;;
03054;97;228;19617;;
03055;430;961;20679;;
03056;168;401;18949;;
03057;93;198;18843;;
03058;91;222;19072;;
03059;156;365;20299;;
03060;376;949;20337;;
03061;159;397;20578;;
03062;165;358;20429;;
03063;407;967;19489;;
03064;84;180;19218;;
03065;229;500;18913;;
03066;186;344;17305;;
03067;58;136;17417;;
03068;55;107;17476;;
03069;145;334;17623;;
03070;58;133;19043;;
03071;119;258;17872;;
03072;208;486;19754;;
03073;263;626;20962;;
03074;306;668;20358;;
03075;78;161;20220;;
03076;89;239;22569;;
03077;55;134;17139;;
03078;122;226;18548;;
03079;129;292;17099;;
03080;272;679;20977;;
03081;145;338;19201;;
03082;3192;6123;18639;18;34
03083;260;605;20773;;
03084;1038;2027;18933;14;
03085;270;701;22025;;
03086;139;308;18061;;
03087;261;523;18022;;
03088;142;323;17621;;
03089;54;115;19248;;
03090;124;297;18725;;
03091;183;457;19809;;
03092;285;661;19879;;
03093;465;1159;21505;;
03094;1471;3495;23014;7;
03095;6153;12595;19054;18;34
03096;;;;;
03097;157;374;20633;;
03098;2159;4427;20046;12;27
03099;183;397;19502;;
03100;630;1379;19216;;
03101;4079;8902;20776;10;25
03102;1471;3086;19250;13;25
03103;489;974;17437;;
03104;542;1153;18861;;
03105;159;326;18051;;
03106;536;1321;20900;;
03107;516;1113;20601;;
03108;146;306;17832;;
03109;310;755;19224;;
03110;419;1036;22500;;
03111;503;1134;21169;;
03112;286;644;18487;;
03113;236;467;17847;;
03114;120;294;19283;;
03115;156;359;19960;;
03116;95;205;20275;;
03117;192;424;17317;;
03118;2601;5430;18452;16;28
03119;191;403;19685;;
03120;304;709;19909;;
03121;250;654;20891;;
03122;101;232;19480;;
03124;78;201;19971;;
03125;67;125;13647;;
03126;526;1181;18903;;
03127;276;517;19677;;
03128;1194;2700;19832;12;
03129;147;314;18659;;
03130;126;251;19215;;
03131;219;528;18441;;
03132;260;561;18940;;
03133;231;538;19503;;
03134;82;185;18785;;
03135;164;358;17850;;
03136;82;205;18141;;
03137;104;253;20855;;
03138;1395;2892;18235;19;31
03139;153;323;16751;;
03140;475;1086;21683;;
03141;73;153;17644;;
03142;113;244;16391;;
03143;52;104;15574;;
03144;96;214;18716;;
03145;308;765;21510;;
03146;72;151;18270;;
03147;76;170;16614;;
03148;142;368;17770;;
03149;190;462;21543;;
03150;105;223;19297;;
03151;79;170;20925;;
03152;111;239;17529;;
03154;125;276;17415;;
03155;853;1755;17934;;
03156;709;1761;20467;;
03157;394;1016;19927;;
03158;355;811;19513;;
03159;334;824;19109;;
03160;145;354;19717;;
03161;403;855;19521;;
03162;83;195;21802;;
03163;329;776;20019;;
03164;125;256;18802;;
03165;661;1336;17122;;
03166;135;305;20735;;
03167;119;275;18895;;
03168;430;879;19708;;
03169;119;275;19172;;
03170;63;139;18742;;
03171;117;261;19710;;
03172;60;125;16746;;
03173;489;1166;18183;;
03174;378;899;19911;;
03175;135;307;15953;;
03176;237;535;19210;;
03177;124;286;15771;;
03178;133;281;17148;;
03179;139;293;18614;;
03180;259;658;19773;;
03181;162;319;17262;;
03182;107;261;22245;;
03183;181;362;19400;;
03184;219;530;22631;;
03185;18366;34540;18011;22;36
03186;680;1347;17819;;
03187;188;467;19625;;
03188;92;204;18578;;
03189;325;711;19171;;
03190;9858;17877;18204;21;31
03191;127;279;18274;;
03192;56;115;19351;;
03193;79;167;17599;;
03194;62;121;19289;;
03195;1164;2478;21840;10;
03196;104;195;17359;;
03197;634;1496;20444;;
03198;82;176;17334;;
03200;661;1521;23258;;
03201;140;322;16018;;
03202;320;610;17199;;
03203;188;397;18929;;
03204;255;605;18037;;
03205;190;457;17838;;
03206;79;165;17962;;
03207;219;493;18107;;
03208;170;407;17303;;
03209;57;138;21026;;
03210;169;358;18478;;
03211;1058;2335;22548;;
03212;597;1513;21784;;
03213;115;256;19578;;
03214;129;306;18522;;
03215;237;587;19956;;
03216;88;190;20140;;
03217;310;745;22762;;
03218;119;277;21445;;
03219;96;210;20453;;
03220;288;694;19564;;
03221;346;651;18837;;
03222;;;;;
03223;203;482;19848;;
03224;145;309;16700;;
03225;192;441;16746;;
03226;107;259;15453;;
03227;166;377;19429;;
03228;;;;;
03229;272;608;19013;;
03230;211;521;19973;;
03231;93;179;19920;;
03232;120;323;21038;;
03233;159;408;21065;;
03234;179;393;18204;;
03235;380;858;18056;;
03236;1653;3585;18199;17;31
03237;193;432;19397;;
03238;225;451;17976;;
03239;118;263;17970;;
03240;270;568;18212;;
03241;155;340;17753;;
03242;249;570;19397;;
03243;57;133;21985;;
03244;64;131;22053;;
03245;56;132;20088;;
03246;237;580;20903;;
03247;458;1054;19484;;
03248;86;166;15831;;
03249;89;165;18268;;
03250;158;342;18742;;
03251;176;391;18148;;
03252;258;668;21506;;
03253;176;396;19553;;
03254;2408;4813;18961;16;26
03255;69;137;18972;;
03256;97;219;18856;;
03257;361;799;19081;;
03258;718;1774;21540;;
03259;157;314;18087;;
03260;95;223;18518;;
03261;86;188;18444;;
03262;897;2128;22449;;
03263;80;172;17961;;
03264;1228;2621;19492;14;33
03265;317;694;18513;;
03266;121;264;19022;;
03267;304;697;20732;;
03268;159;394;20329;;
03269;;;;;
03270;52;142;20244;;
03271;347;826;22897;;
03272;122;288;17212;;
03273;193;484;21171;;
03274;132;297;19887;;
03275;802;1753;18788;;
03276;58;112;19116;;
03277;106;247;19488;;
03278;86;200;20808;;
03279;240;562;19357;;
03280;91;205;18492;;
03281;195;398;18995;;
03282;182;380;17219;;
03283;472;1105;19312;;
03284;137;302;18267;;
03285;80;188;20773;;
03286;492;1160;22146;;
03287;165;371;17929;;
03288;195;406;17239;;
03289;230;522;18116;;
03290;655;1644;22882;;
03291;181;394;18884;;
03292;371;818;19943;;
03293;149;272;18285;;
03294;76;157;21809;;
03295;;;;;
03296;177;372;16909;;
03297;759;1566;18454;;
03298;1741;3475;18342;18;30
03299;106;258;15427;;
03300;224;490;17962;;
03301;459;1162;20278;;
03302;;;;;
03303;100;244;18279;;
03304;947;2269;21922;;
03305;244;595;19722;;
03306;768;1934;23161;;
03307;107;235;21046;;
03308;64;149;18138;;
03309;226;443;16731;;
03310;14273;23696;18388;22;34
03311;142;321;20739;;
03312;113;277;17932;;
03313;120;270;18716;;
03314;529;1367;22574;;
03315;567;1247;18637;;
03316;426;1018;19835;;
03317;157;302;18572;;
03319;218;476;18468;;
03320;364;759;17828;;
03321;5928;12703;21286;11;26
04001;518;1251;22819;;
04004;255;539;18352;;
04005;;;;;
04006;328;587;18566;;
04007;;;;;
04008;506;1021;17637;;
04009;;;;;
04012;;;;;
04013;239;590;20547;;
04016;;;;;
04017;45;104;16510;;
04018;437;900;19001;;
04019;1333;2476;18445;17;22
04020;50;101;14059;;
04021;59;151;19713;;
04022;202;412;16534;;
04023;91;203;15447;;
04024;57;126;21927;;
04025;186;379;19359;;
04026;81;152;20755;;
04027;85;222;20915;;
04028;61;117;16054;;
04030;;;;;
04031;259;565;19531;;
04032;57;98;16677;;
04033;285;685;17991;;
04034;449;1105;19055;;
04035;112;274;19342;;
04036;425;1000;22708;;
04037;;;;;
04039;673;1371;19001;;
04040;;;;;
04041;118;281;18398;;
04042;65;114;20852;;
04043;;;;;
04045;550;1181;18226;;
04046;293;695;21423;;
04047;285;692;22668;;
04049;2520;5249;19041;17;30
04050;;;;;
04051;;;;;
04053;219;512;20955;;
04054;;;;;
04055;64;151;19536;;
04057;69;153;19219;;
04058;104;274;18904;;
04059;106;212;15920;;
04061;189;360;19048;;
04062;74;157;17323;;
04063;501;1194;22500;;
04065;304;592;19230;;
04066;209;556;22156;;
04067;;;;;
04068;356;804;21890;;
04069;51;111;20444;;
04070;8115;16156;19489;18;29
04072;;;;;
04073;215;418;22203;;
04074;53;103;21179;;
04075;173;410;21416;;
04076;373;747;19541;;
04077;67;154;19789;;
04079;612;1403;21684;;
04081;196;370;19878;;
04084;238;504;20385;;
04085;;;;;
04086;135;318;22171;;
04087;63;131;18083;;
04088;2224;4642;18698;19;30
04090;97;195;16860;;
04091;;;;;
04092;;;;;
04093;;;;;
04094;1505;3069;20244;14;20
04095;;;;;
04096;486;1063;18931;;
04097;183;398;18491;;
04099;59;106;16192;;
04101;66;119;17196;;
04102;106;181;18319;;
04104;109;243;18766;;
04106;181;347;20503;;
04107;;;;;
04108;790;1892;18057;;
04109;130;312;21150;;
04110;472;1048;21191;;
04111;566;1190;19518;;
04112;10347;22473;19444;19;31
04113;218;480;23101;;
04115;57;104;15266;;
04116;1633;3787;18803;17;28
04118;51;116;19369;;
04120;;;;;
04121;307;665;19199;;
04122;222;505;20778;;
04123;470;1106;20833;;
04124;212;463;19688;;
04126;191;397;19975;;
04127;141;303;21725;;
04128;81;203;21737;;
04129;;;;;
04130;78;163;18722;;
04132;57;117;21353;;
04133;108;210;18299;;
04134;243;504;19337;;
04135;312;640;18659;;
04136;167;339;21383;;
04137;;;;;
04138;109;251;20199;;
04139;219;511;19944;;
04140;56;118;19608;;
04141;165;340;19520;;
04142;;;;;
04143;2614;5701;20787;12;20
04144;151;304;16652;;
04145;611;1389;19876;;
04148;106;211;18523;;
04149;1231;2889;20063;16;29
04150;66;165;17480;;
04151;232;497;19741;;
04152;1633;3905;25486;7;
04154;;;;;
04155;94;161;16614;;
04156;107;227;19667;;
04157;334;656;19015;;
04158;204;405;17733;;
04159;;;;;
04160;738;1606;19504;;
04161;162;338;18405;;
04162;111;245;16037;;
04163;252;507;19204;;
04164;;;;;
04166;866;1712;17456;;
04167;145;299;20873;;
04169;47;104;15774;;
04170;;;;;
04171;;;;;
04172;309;672;18589;;
04173;449;889;19490;;
04174;62;125;23042;;
04175;;;;;
04176;70;128;20326;;
04177;;;;;
04178;610;1210;19609;;
04179;;;;;
04180;;;;;
04181;;;;;
04182;84;170;20520;;
04183;66;127;21056;;
04184;73;135;19158;;
04186;;;;;
04187;;;;;
04188;343;830;20052;;
04189;272;572;18623;;
04190;;;;;
04191;;;;;
04192;546;1212;21304;;
04193;100;192;18358;;
04194;;;;;
04195;299;649;20610;;
04197;1411;3308;20392;15;26
04199;82;181;18618;;
04200;256;648;22016;;
04201;58;105;19701;;
04202;57;117;18456;;
04203;204;447;17638;;
04204;72;150;17471;;
04205;661;1377;19329;;
04206;176;383;20203;;
04207;44;106;16649;;
04208;286;568;19213;;
04209;3481;7221;19015;19;31
04210;;;;;
04211;84;180;18999;;
04214;65;129;17396;;
04216;102;235;17493;;
04217;279;613;18238;;
04218;113;230;17514;;
04219;120;237;17763;;
04220;176;422;18729;;
04222;116;248;19181;;
04224;;;;;
04226;273;594;20131;;
04227;136;260;18282;;
04228;;;;;
04229;119;266;21712;;
04230;1470;3180;19933;15;25
04231;102;239;21160;;
04233;121;280;17279;;
04234;102;222;19722;;
04235;;;;;
04236;;;;;
04237;51;110;19054;;
04240;130;233;17545;;
04241;71;171;19508;;
04242;1654;4172;21113;10;21
04244;765;1614;20812;;
04245;1331;3066;20902;11;21
05001;191;380;19139;;
05003;151;315;19515;;
05004;407;883;20660;;
05006;977;2273;19082;19;32
05007;189;382;18183;;
05008;146;322;17089;;
05009;;;;;
05010;380;787;18448;;
05011;164;392;18639;;
05012;258;564;20750;;
05013;74;143;20020;;
05014;92;166;18393;;
05016;117;242;18487;;
05017;973;2480;20443;9;
05018;132;335;25709;;
05019;84;163;18819;;
05021;70;134;17948;;
05022;102;217;19000;;
05023;5334;10974;19487;14;21
05024;83;164;18772;;
05025;88;204;21557;;
05026;126;267;19973;;
05027;88;198;18956;;
05028;62;145;17131;;
05029;388;862;19064;;
05031;90;182;17201;;
05032;60;133;18666;;
05033;;;;;
05035;;;;;
05036;520;1204;19794;;
05037;189;494;25240;;
05038;152;332;19651;;
05039;298;658;18012;;
05040;1330;2927;20116;11;20
05044;54;123;18172;;
05045;417;1014;19691;;
05046;3248;6307;19715;15;26
05047;;;;;
05048;95;193;15842;;
05049;;;;;
05050;303;687;17736;;
05051;;;;;
05052;340;782;20620;;
05053;245;506;19139;;
05054;161;332;20179;;
05055;145;308;16868;;
05056;129;315;18789;;
05057;106;259;23465;;
05058;89;204;19607;;
05059;328;835;22074;;
05060;69;156;21612;;
05061;18629;38933;20381;15;26
05062;78;162;20018;;
05063;213;440;17717;;
05064;53;94;15575;;
05065;1155;2334;19741;14;24
05066;;;;;
05068;176;454;20084;;
05070;1676;3338;19189;18;32
05071;137;341;20674;;
05072;129;255;21580;;
05073;148;343;21860;;
05074;74;178;19920;;
05075;189;456;21226;;
05076;;;;;
05077;141;281;19022;;
05078;108;268;17809;;
05079;488;1012;20839;;
05080;;;;;
05081;;;;;
05082;73;145;17751;;
05084;186;459;21327;;
05085;199;430;20824;;
05086;;;;;
05087;243;564;20514;;
05089;;;;;
05090;93;205;18359;;
05091;;;;;
05092;305;768;23881;;
05093;139;333;18326;;
05094;;;;;
05095;126;274;19097;;
05096;358;705;19884;;
05097;154;315;19497;;
05098;205;394;20961;;
05099;;;;;
05100;286;704;22132;;
05101;597;1303;19456;;
05102;;;;;
05103;347;782;19790;;
05104;149;318;19020;;
05106;143;303;21412;;
05107;205;488;21892;;
05108;66;144;20426;;
05109;222;516;21156;;
05110;125;239;19047;;
05111;128;266;21519;;
05112;;;;;
05113;155;397;22219;;
05114;102;189;16077;;
05115;199;421;18333;;
05116;89;189;21547;;
05117;55;110;14888;;
05118;605;1292;20301;;
05119;309;674;21469;;
05121;80;156;20945;;
05122;365;846;19062;;
05123;624;1553;21432;;
05124;184;457;20878;;
05126;201;378;16688;;
05127;81;171;19255;;
05128;285;667;20069;;
05129;73;161;16669;;
05130;73;168;23922;;
05131;;;;;
05132;914;2078;20184;13;
05133;767;1625;21669;;
05134;139;301;19967;;
05135;;;;;
05136;306;697;19414;;
05139;392;832;20448;;
05140;126;282;19540;;
05142;221;428;19272;;
05144;63;136;16623;;
05145;437;916;19438;;
05146;61;107;16441;;
05147;146;337;19122;;
05148;229;526;20938;;
05149;143;305;20448;;
05151;460;1141;21139;;
05152;58;94;17046;;
05153;163;327;19877;;
05154;77;157;19729;;
05155;;;;;
05156;199;484;18900;;
05157;94;191;18216;;
05158;;;;;
05159;;;;;
05160;;;;;
05161;449;892;19666;;
05162;522;1238;20096;;
05163;69;150;19285;;
05164;464;1002;20802;;
05165;108;255;18009;;
05166;606;1164;18446;;
05167;;;;;
05168;285;652;19905;;
05169;;;;;
05170;862;2005;19326;13;
05171;82;203;18131;;
05172;142;281;18664;;
05173;187;406;20499;;
05174;271;612;19046;;
05176;114;263;19354;;
05177;261;479;20204;;
05178;222;519;19791;;
05179;1577;3214;18696;15;29
05180;222;511;20405;;
05181;125;278;18949;;
05182;;;;;
05183;650;1422;21092;;
05184;85;202;19290;;
06001;;;;;
06002;;;;;
06003;265;570;15670;;
06004;38267;75926;22087;14;21
06005;77;138;15880;;
06006;867;2228;27112;;
06007;1272;3296;24280;7;
06008;;;;;
06009;;;;;
06010;1190;3016;23311;12;
06011;1867;3605;22362;12;17
06012;6312;14320;20217;17;24
06013;356;685;18779;;
06014;358;862;21920;;
06015;522;1160;22500;;
06016;186;340;19924;;
06017;106;267;18972;;
06018;3799;9385;27248;9;15
06019;621;1554;24092;;
06020;269;554;19386;;
06021;288;725;22971;;
06022;221;554;20050;;
06023;1024;2106;19345;17;
06024;72;136;18712;;
06025;528;1357;22931;;
06026;645;1438;25045;;
06027;23775;48903;21892;13;20
06028;180;382;19881;;
06029;38380;74785;19512;19;26
06030;21346;43806;20259;16;26
06031;522;1269;23797;;
06032;2348;4777;23883;12;15
06033;4457;11603;20984;14;25
06034;610;1535;23963;;
06035;436;1049;23426;;
06036;157;364;22245;;
06037;119;274;21250;;
06038;1370;3433;25449;10;
06039;343;892;23829;;
06040;;;;;
06041;165;359;20789;;
06042;263;598;20349;;
06043;349;819;21590;;
06044;3217;8198;26398;9;19
06045;;;;;
06046;1265;3299;25403;;
06047;;;;;
06048;2869;7176;22430;8;14
06049;50;93;19997;;
06050;231;533;19148;;
06051;;;;;
06052;56;100;16117;;
06053;60;116;16697;;
06054;1563;4317;19035;19;33
06055;52;125;22047;;
06056;;;;;
06057;926;2174;19926;13;
06058;223;532;18508;;
06059;1155;2679;26896;10;
06060;775;1981;28621;;
06061;;;;;
06062;152;281;17590;;
06063;;;;;
06064;1617;4220;24796;8;
06065;2562;6780;26392;6;13
06066;604;1436;21411;;
06067;585;1329;24850;;
06068;160;366;21899;;
06069;21380;50841;20990;15;26
06070;296;625;18283;;
06071;259;518;18263;;
06072;;;;;
06073;295;537;19663;;
06074;498;1085;18672;;
06075;2018;5132;22791;9;18
06076;;;;;
06077;585;1239;19671;;
06078;123;283;20337;;
06079;12246;23866;22264;12;20
06080;;;;;
06081;50;82;19361;;
06082;54;97;21905;;
06083;15695;32486;20705;14;22
06084;4354;10641;25279;9;18
06085;7951;18537;25189;9;15
06086;103;185;16249;;
06087;;;;;
06088;171953;355008;19533;21;31
06089;817;2295;29753;;
06090;3234;7993;22827;9;15
06091;892;2054;22008;11;
06092;601;1460;23003;;
06093;106;213;16086;;
06094;283;549;20255;;
06095;3661;8566;23411;10;19
06096;;;;;
06097;135;297;21045;;
06098;54;107;21554;;
06099;742;1634;19285;;
06100;79;157;20277;;
06101;84;176;18998;;
06102;;;;;
06103;742;1515;19264;;
06104;7078;14135;23447;12;17
06105;2645;7318;31281;7;
06106;202;478;18366;;
06107;;;;;
06108;2191;5605;24415;7;12
06109;371;937;20806;;
06110;60;109;17433;;
06111;;;;;
06112;1545;4019;28156;9;
06113;541;1332;23747;;
06114;2267;5102;20638;15;23
06115;;;;;
06116;96;174;19358;;
06117;375;999;23898;;
06118;1658;4156;22419;11;22
06119;;;;;
06120;660;1285;21160;;
06121;601;1210;23079;;
06122;1553;4073;25399;9;
06123;14989;31232;22363;10;17
06124;;;;;
06125;;;;;
06126;1103;2772;21269;9;
06127;656;1174;20088;;
06128;1405;3529;27060;11;22
06129;124;258;19589;;
06130;1434;3587;22533;11;21
06131;;;;;
06132;219;380;16124;;
06133;;;;;
06134;227;485;19372;;
06135;90;173;16317;;
06136;1609;3649;20730;13;24
06137;560;1358;24696;;
06138;771;1511;22710;;
06139;;;;;
06140;1282;3266;24592;8;
06141;138;329;20235;;
06142;119;254;19785;;
06143;238;599;18719;;
06144;175;406;18948;;
06145;52;104;23494;;
06146;56;134;21463;;
06147;1769;4655;23104;9;19
06148;1728;4204;25011;12;23
06149;4028;9751;20767;13;21
06150;1324;3079;27691;10;
06151;369;822;19765;;
06152;4643;12164;25399;10;18
06153;446;895;20271;;
06154;192;374;16901;;
06155;13028;28211;20002;18;28
06156;61;108;18924;;
06157;8530;19085;22291;15;25
06158;317;723;19212;;
06159;2424;4995;23951;14;20
06160;;;;;
06161;7708;16479;24338;10;18
06162;276;493;19329;;
06163;876;1652;18648;;
07001;174;416;21053;;
07002;231;558;20715;;
07003;69;162;19841;;
07004;;;;;
07005;632;1476;20553;;
07006;78;152;14565;;
07007;394;951;18563;;
07008;572;1488;21233;;
07009;541;1174;19233;;
07010;7941;16520;18223;21;35
07011;414;812;17990;;
07012;167;358;15496;;
07013;455;1221;20673;;
07014;164;338;18518;;
07015;203;528;19783;;
07017;323;684;20957;;
07018;;;;;
07019;5625;11110;17731;23;36
07020;180;465;19181;;
07022;450;1119;20259;;
07023;169;370;19757;;
07024;315;651;19598;;
07025;101;199;18093;;
07026;119;234;15094;;
07027;729;1748;20323;;
07028;216;462;17380;;
07029;118;240;15077;;
07030;97;207;17973;;
07031;333;709;18871;;
07032;74;159;18969;;
07033;88;190;17641;;
07034;98;216;22243;;
07035;276;632;19024;;
07036;163;442;21973;;
07037;67;143;14843;;
07038;;;;;
07039;104;238;17614;;
07040;121;266;18992;;
07041;984;2293;21197;;
07042;3146;7222;18481;23;40
07044;99;275;20038;;
07045;232;418;17990;;
07047;;;;;
07048;156;313;18057;;
07049;;;;;
07050;344;729;18585;;
07051;240;601;20497;;
07052;255;590;18799;;
07053;225;468;20463;;
07054;108;243;19314;;
07055;1169;2954;21402;9;
07056;339;927;21294;;
07058;418;890;19665;;
07059;91;225;23565;;
07060;108;259;19413;;
07061;177;360;20356;;
07062;61;142;17931;;
07063;143;380;19124;;
07064;1443;2929;19755;11;23
07065;118;249;17614;;
07066;1312;2983;21567;8;
07067;112;291;21758;;
07068;258;566;18265;;
07069;277;672;18836;;
07070;934;2357;22061;;
07071;322;678;18562;;
07072;706;1680;23438;;
07073;233;514;19182;;
07074;62;140;21790;;
07075;72;129;13914;;
07076;1168;2856;21415;12;22
07077;99;228;18636;;
07078;1365;3102;21829;8;
07079;492;1092;17436;;
07080;122;280;17832;;
07081;;;;;
07082;101;214;17164;;
07083;193;407;20674;;
07084;406;1027;20611;;
07085;262;597;15780;;
07086;341;868;19689;;
07087;168;374;19513;;
07088;54;94;15209;;
07089;676;1696;22802;;
07090;541;1192;19953;;
07091;138;325;22187;;
